TEST_ID,SEED_NUMBER,SEED_LINK,SEED_MAP,SEED_TIME,SEED_MODE,ROUND_1_LAT,ROUND_1_LNG,ROUND_1_SUBDIVISION,ROUND_2_LAT,ROUND_2_LNG,ROUND_2_SUBDIVISION,ROUND_3_LAT,ROUND_3_LNG,ROUND_3_SUBDIVISION,ROUND_4_LAT,ROUND_4_LNG,ROUND_4_SUBDIVISION,ROUND_5_LAT,ROUND_5_LNG,ROUND_5_SUBDIVISION
FEB_24,1,https://www.geoguessr.com/challenge/VfHvA8SLGRJLReKo,An Arbitrary Russia,60,NM,50.04847,39.11214,Belgorod Oblast,51.11174,114.45562,Zabaykalskiy (Transbaikal) Kray,53.410102,51.623511,Samara Oblast,58.95675,36.95741,Vologda Oblast,55.381475,43.831686,Nizhny Novgorod Oblast
FEB_24,2,https://www.geoguessr.com/challenge/6xWaHWLvGbSkNZ2G,An Arbitrary Russia,60,NM,49.79777,89.00164,Altai,58.02319,49.12066,Kirov Oblast,53.85184,91.37818,Khakasiya Republic,47.30635,39.5419,Rostov,61.44146,29.97861,Karelia
FEB_24,3,https://www.geoguessr.com/challenge/ddIRkLHVpPD52liJ,An Arbitrary Russia,60,NM,42.81771,133.0415,Primorye,64.67554,55.87092,Komi,53.13349,91.32546,Khakasiya Republic,57.881127,43.785726,Kostroma Oblast,53.07318,43.77163,Penza Oblast
FEB_24,4,https://www.geoguessr.com/challenge/6q4d4G1z8BXN21HU,An Arbitrary Russia,60,NM,64.41176,40.57201,Arkhangelskaya,54.63217,85.53918,Kuzbass,53.66094,53.65705,Orenburg Oblast,57.905793,41.182366,Kostroma Oblast,56.1026,37.53845,Moscow Oblast
FEB_24,5,https://www.geoguessr.com/challenge/KVDD4jj7OUygZSmS,An Arbitrary Russia,60,NM,51.983228,127.837852,Amur Oblast,56.48319,43.992982,Nizhny Novgorod Oblast,53.850916,50.861652,Samara Oblast,54.661133,40.002216,Ryazan Oblast,56.614943,45.934098,Mariy-El Republic
FEB_24,6,https://www.geoguessr.com/challenge/6jGa3cbSWJeu3KfW,An Arbitrary Russia,60,NM,57.24902,67.0806,Tyumen Oblast,57.01587,34.84627,Tver Oblast,59.15142,37.91852,Vologda Oblast,57.464551,28.093699,Pskov Oblast,50.01057,95.48894,Republic of Tyva
FEB_24,7,https://www.geoguessr.com/challenge/1h1uMYxTR8JFIyPh,An Arbitrary Russia,60,NM,46.96851,142.65581,Sakhalin Oblast,48.2424,44.59605,Volgograd Oblast,58.1464,56.47774,Perm Krai,51.73467,113.98805,Zabaykalskiy (Transbaikal) Kray,53.07725,118.21296,Zabaykalskiy (Transbaikal) Kray
FEB_24,8,https://www.geoguessr.com/challenge/t9ixeFxGjCNLVAIG,An Arbitrary Russia,60,NM,58.985155,42.368071,Kostroma Oblast,48.9879,131.66986,Jewish Autonomous Oblast,45.27911,39.56658,Adygeya Republic,63.60561,53.86529,Komi,43.56542,41.28709,Karachayevo-Cherkesiya Republic
FEB_24,9,https://www.geoguessr.com/challenge/l5ySDgm2wFqQ1HUQ,An Arbitrary Russia,60,NM,59.48598,30.25661,Leningradskaya Oblast',68.10526,33.495093,Murmansk,43.59808,44.05993,Kabardino-Balkariya Republic,52.42481,55.78791,Bashkortostan Republic,61.26209,50.67178,Komi
FEB_24,10,https://www.geoguessr.com/challenge/3V4hPLLODvUMciea,An Arbitrary Russia,60,NM,52.49868,93.4435,Republic of Tyva,52.03614,115.29725,Zabaykalskiy (Transbaikal) Kray,55.82348,74.12968,Omsk Oblast,51.99173,48.74356,Saratov Oblast,43.39984,47.14461,Dagestan
FEB_24,11,https://www.geoguessr.com/challenge/F8ClTgDaUmlB45Zx,An Arbitrary Russia,60,NM,56.767,52.37305,Udmurtiya Republic,56.14671,97.25709,Krasnoyarsk Krai,61.07832,48.21849,Arkhangelskaya,53.9562,58.43039,Bashkortostan Republic,50.75652,42.49764,Volgograd Oblast
FEB_24,12,https://www.geoguessr.com/challenge/cPsxZbMKgRxSv0Io,An Arbitrary Russia,60,NM,54.49265,22.19948,Kaliningrad Oblast,48.70781,44.57249,Volgograd Oblast,50.64227,137.07475,Khabarovsk,63.83161,75.36147,Yamalo-Nenets,57.77884,35.59304,Tver Oblast
FEB_24,13,https://www.geoguessr.com/challenge/Ddym0q5zJjUo1n1W,An Arbitrary Russia,60,NM,51.53874,107.0099,Buryatiya Republic,57.589633,41.045475,Kostroma Oblast,55.37275,34.013458,Smolensk Oblast,58.02597,60.49935,Sverdlovsk Oblast,47.09055,39.46586,Rostov
FEB_24,14,https://www.geoguessr.com/challenge/s7v4XF44sbi88mAS,An Arbitrary Russia,60,NM,55.45792,65.29695,Kurgan Oblast,53.367537,48.387086,Samara Oblast,54.023034,44.262307,Mordoviya Republic,54.94205,36.43224,Kaluga Oblast,58.498678,35.265016,Tver Oblast
FEB_24,15,https://www.geoguessr.com/challenge/kUC230R3g6nZ7b47,An Arbitrary Russia,60,NM,53.986368,121.984579,Amur Oblast,57.917294,38.599139,Yaroslavl Oblast,56.76332,52.47527,Udmurtiya Republic,51.64036,101.36664,Khövsgöl Province,58.960098,42.393549,Kostroma Oblast
FEB_24,16,https://www.geoguessr.com/challenge/YmAHNPnmgctioR4O,An Arbitrary Russia,60,NM,54.848997,31.797617,Smolensk Oblast,43.48441,44.75703,Ingushetiya Republic,58.06499,57.59842,Perm Krai,55.27592,36.89013,Moscow Oblast,43.18729,44.43696,North Ossetia–Alania
FEB_24,17,https://www.geoguessr.com/challenge/4K78by6nK7tIZ8zD,An Arbitrary Russia,60,NM,59.97814,30.94052,Leningradskaya Oblast',48.17273,40.78213,Rostov,52.06737,87.09587,Altai,51.89708,110.33399,Buryatiya Republic,54.0475,55.88754,Bashkortostan Republic
FEB_24,18,https://www.geoguessr.com/challenge/8Y3qRw3dUchSAGaz,An Arbitrary Russia,60,NM,54.45325,36.83695,Kaluga Oblast,56.969384,41.69211,Ivanovo Oblast,52.803832,48.229499,Saratov Oblast,59.68108,60.21946,Sverdlovsk Oblast,52.36367,60.85721,Qostanay
FEB_24,19,https://www.geoguessr.com/challenge/vdZ5bFTTkI7v20nW,An Arbitrary Russia,60,NM,56.29956,43.930452,Nizhny Novgorod Oblast,56.92366,60.47747,Sverdlovsk Oblast,53.33697,51.400759,Samara Oblast,55.3025,40.07816,Moscow Oblast,57.83731,63.13273,Sverdlovsk Oblast
FEB_24,20,https://www.geoguessr.com/challenge/8Sv1SltwtC3PMZ9m,An Arbitrary Russia,60,NM,50.75576,86.14072,Altai,62.43555,65.5959,Khanty-Mansia,55.94107,38.7938,Moscow Oblast,50.96056,95.18258,Republic of Tyva,53.751735,49.179359,Samara Oblast
JAN_24,1,https://www.geoguessr.com/challenge/aACtNePbMh0Cl1bA,An Arbitrary Russia,60,NM,44.85012,42.82634,Stavropol Kray,51.98293,48.69742,Saratov Oblast,52.57836,42.22227,Tambov Oblast,56.04549,63.67544,Kurgan Oblast,67.59689,30.47778,Murmansk
JAN_24,2,https://www.geoguessr.com/challenge/RRHGmxbDynwnafum,An Arbitrary Russia,60,NM,54.0157,86.59351,Kuzbass,67.01923,30.8208,Murmansk,59.5653,49.40581,Komi,50.9436,115.85254,Zabaykalskiy (Transbaikal) Kray,60.73393,29.96364,Leningradskaya Oblast'
JAN_24,3,https://www.geoguessr.com/challenge/dQH09mPxrD8kX0cU,An Arbitrary Russia,60,NM,57.05398,42.45338,Ivanovo Oblast,43.41231,46.23196,Chechnya,54.87477,56.09452,Bashkortostan Republic,49.06597,139.60016,Khabarovsk,49.50031,136.92928,Khabarovsk
